path,layer,exists,size_bytes,sha256,status,owner_candidate,consumer_candidate,dependency_candidate,language_aliases,verification,decision,notes
/home/mak/flujo/tools/mak_ops/mak-conductor-shadow.timer,tool,true,221,a47272db798bdfea88c66bf1d3e30c7e55bf960953a6a9521ed522cc771113ec,BLOCKED,mak_conductor,shadow service,systemd timer+worker,"timer|cron|scheduled|servicio|service|cola|queue",metadata+systemctl inactive/absent,no_change,declaration not installed/enabled
/home/mak/flujo/tools/mak_ops/run_conductor_shadow_probe.py,tool,true,12302,0f8941e7129ddb7a988f9927a1e763cc8fdacfe352cb38b609de3f7e38076311,EVIDENCE_ONLY,mak_conductor,run_conductor_worker.py,Python+probe inputs,"conductor|worker|shadow|estado|state|cola|queue",sha256 prior,no_change,probe not executed
/home/mak/flujo/tools/mak_ops/run_conductor_source_probe.py,tool,true,4664,2d488dfe699895927e5733877a47238d01058d667b768feb3a49286e33d94018,EVIDENCE_ONLY,mak_conductor,run_conductor_worker.py,Python+source probe,"conductor|worker|source|ruta|path",sha256 prior,no_change,probe not executed
/home/mak/WIN/flujo/cultura/mak_plataforma/mak-hub.service,WIN,true,701,e16e9d1783b846bd940b66d771f0458a6c47edde8b15e817dad37f13fd1537cd,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows service declaration,"servicio|service|unit|legacy|legado",metadata+sha256,no_change,historical WIN declaration; no Debian contract
/home/mak/WIN/flujo/cultura/mak_plataforma/mak-xio.service,WIN,true,650,06d62152eeb02f483b1303d070b974bf89212230503b0b0966a46b0be6724d67,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows service declaration,"servicio|service|unit|legacy|legado|puente|bridge",metadata+sha256,no_change,historical WIN declaration; no Debian contract
/home/mak/WIN/flujo/cultura/mak_plataforma/crontab.mak,WIN,true,2898,ad55632748c0bd3fc204cc595da762d203499ccd2a84cc3e8a7ed7eb1fb68087,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era cron text,"cron|crontab|scheduled|legacy|legado",metadata+sha256,no_change,historical WIN schedule; do not promote
/home/mak/WIN/flujo/cultura/mak_plataforma/watchdog_mak.sh,WIN,true,2756,fd0c16593e3b08c83e7dec058ca9fd9e52d6390709c15890dac645a19fb597b4,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era shell+systemd,"guardia|watchdog|vigia|legacy|legado",metadata+sha256,no_change,historical copy; no Debian contract
/home/mak/WIN/flujo/cultura/mak_plataforma/backup.sh,WIN,true,580,6db6de7b9fffc757f68294c196d03a8017f3f7fdf1e1548232e4c64c3eecf292,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era shell backup,"respaldo|backup|restore|legacy|legado",metadata+sha256,no_change,historical copy; no Debian contract
/home/mak/WIN/flujo/cultura/mak_conductor/queue_worker.py,WIN,true,3071,9c10133c4e4cc478b004101876e4c8ca2a806a8a1f2d20456767a3b07375a2f9,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era Python+queue,"cola|queue|worker|conductor|legacy|legado",metadata+sha256,no_change,historical copy; no Debian contract
/home/mak/WIN/flujo/cultura/mak_conductor/queue_store.py,WIN,true,37893,0a2716d79ae75632fbc179811f0c66023fd681273621eeb0bb3b29a8b77564c9,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era Python+SQLite,"cola|queue|estado|state|legacy|legado",metadata+sha256,no_change,historical copy; no Debian contract
/home/mak/crontab.bak-20260727,MAK_HISTORY,true,2849,c552bcac6590952b9640bc5661fe51e7d77b376c99700f7e5c7c74ebf00aecbe,EVIDENCE_ONLY,unknown,no current consumer,crontab text,"cron|crontab|scheduled|respaldo|backup|legacy|legado",metadata only,no_change,historical backup; retained as evidence
