path,layer,exists,size_bytes,sha256,status,owner_candidate,consumer_candidate,dependency_candidate,language_aliases,verification,decision,notes
/home/mak/plataforma/junta.py,runtime,true,13593,b472f79ba666addd1e05063217ccbd37464ca5dd5fc10c9b21236e4d4dda5c1f,LIVE/ADOPTABLE,mak_plataforma,mak_conductor,stdlib,"junta|board|cron|timer|estado|state",import+AST foreground exit 0,no_change,"Runtime equals source; no cron execution"
/home/mak/plataforma/latido.py,runtime,true,6014,c8dfb331b1edd0d7ed91827ab5addc14039685d11ba1702fb8c5bd720c6c96ab,LIVE/ADOPTABLE,mak_plataforma,mak_conductor,stdlib,"latido|heartbeat|salud|health|vigia|watchdog",import+AST foreground exit 0,no_change,"Runtime equals source; no heartbeat process"
/home/mak/plataforma/material.py,runtime,true,20211,2e97705658378a98f41b07e47f366846b3c0ba5fdb8180dcf83db3537b59f208,LIVE/ADOPTABLE,mak_plataforma,mak_conductor,stdlib,"material|material|carpeta|directory|entrega|delivery",import+AST foreground exit 0,no_change,"Runtime equals source"
/home/mak/plataforma/backlog_codex.py,runtime,true,8028,73763c3a9227e4d110cb389d2f676452ba679f5ca1219c77ce6a620a362cd847,LIVE/ADOPTABLE,mak_plataforma,mak_conductor,stdlib,"backlog|cola|queue|pending|pendiente",import+AST foreground exit 0,no_change,"Runtime equals source; no backlog mutation"
/home/mak/plataforma/entregar.py,runtime,true,16975,0e63223d20136b21b220b432f37d0cff3809a8ccf1b3b639863d273551d9270b,BLOCKED,platform.entregar.main,mak_conductor,stdlib+filesystem+git+gh,"entrega|delivery|output|lock|estado|state",source inspection; no execution,no_change,"Same lock/log/network boundary as source"
/home/mak/plataforma/puente_issues.py,runtime,true,25866,e1bc8880c9191822db01f44e5b2dcac29016ac9213532e279ec2a9982a705659,BLOCKED,platform.puente_issues.una_pasada,mak_conductor,gh+SQLite+filesystem,"issue|render|research|investigacion|queue|cola",source inspection; no execution,no_change,"Same network/persistent observation boundary"
/home/mak/plataforma/panel_directivo.py,runtime,true,4785,4a85f10015f9e25a7f6bc739e6ae81c38f6c5b2e69d71536544816ded824afc7,BLOCKED,existing runtime panel,none,stdlib,"panel|estado|state|salud|health|plataforma|platform",compile-from-text exit 1,no_change,"Known SyntaxError line 145; preserved unchanged"
/home/mak/flujo/cultura/mak_plataforma/GENESIS.md,source,true,4378,1444b907919e4993ee69f495d3ee6ecfdf4557c8b68167c6c955140ccfe10ec2,EVIDENCE_ONLY,mak_plataforma,none,documentation,"plataforma|platform|trabajo|work|estado|state|legado|legacy",read-only metadata+text,no_change,"Department doctrine; no consumer contract"
/home/mak/flujo/cultura/mak_plataforma/hub.py,source,true,210361,9a8b861d6065606fcef3c9c4ba13350cfe94f6e8c806ad07df7cfccdb96b0255,EVIDENCE_ONLY,unknown,candidate service,stdlib+filesystem,"hub|platform|servicio|service|unit|systemd|guardia|watchdog",AST/declaration inspection,no_change,"Service candidate only; no owner or foreground service proof"
/home/mak/flujo/cultura/mak_plataforma/mak-hub.service,source,true,332,e491c5b938f0007bcf4cbffc4ec7f839fd0f7ba5c868ed7b8c77df049201135c,EVIDENCE_ONLY,unknown,candidate service,systemd,"servicio|service|unit|systemd|plataforma|platform",metadata inspection,no_change,"Declaration is not execution"
/home/mak/flujo/cultura/mak_conductor/handler_registry.py,consumer,true,54633,7284ccacfc44a4fa52cb10f41b541a3392072d4bcf7557dc8875e4005400dc1a,EVIDENCE_ONLY,mak_conductor,mak_plataforma,stdlib+cultura.mak_plataforma,"conductor|dispatcher|handler|worker|entrega|delivery|trabajo|work",AST+import exit 0; registry=30,no_change,"Canonical mapping evidence; no safe handler execution"
/home/mak/flujo/cultura/mak_conductor/producer_catalog.py,consumer,true,6163,64d3015a9c653f6fbfc4317415941d9bea0d994173b9dcba061c46d624e34c79,EVIDENCE_ONLY,mak_conductor,mak_plataforma,stage catalog,"conductor|dispatcher|entrega|delivery|ruta|route",AST+read-only inspection,no_change,"Catalog names blocked chains; does not prove operational adoption"
/home/mak/flujo/cultura/mak_conductor/runtime.py,consumer,true,12708,ead30814713687c41984acb6e37e5d8c28de3cc402a99d75b63b74b1a5ba5a56,EVIDENCE_ONLY,mak_conductor,mak_plataforma,SQLite WAL+runtime paths,"estado|state|salud|health|cola|queue|servicio|service",AST+read-only inspection,no_change,"dispatch_sync can persist; not invoked"
/home/mak/WIN/flujo/cultura/mak_plataforma/GENESIS.md,WIN,true,4378,1444b907919e4993ee69f495d3ee6ecfdf4557c8b68167c6c955140ccfe10ec2,WINDOWS_LEGACY,historical Windows owner,none,documentation,"plataforma|platform|legado|legacy|historico|histórico",metadata+hash,no_change,"Historical evidence; no Debian contract"
/home/mak/WIN/flujo/cultura/mak_plataforma/ledger.py,WIN,true,34051,7e7cb2ffdad7dc35750803f831edcf823631443cd36d972cb9da3ded934d11ae,WINDOWS_LEGACY,historical Windows owner,none,local source,"ledger|bitacora|bitácora|estado|state|legado|legacy",metadata+hash,no_change,"Hash match does not establish current ownership"
/home/mak/WIN/flujo/cultura/mak_plataforma/trabajo.py,WIN,true,46113,8c2bfa74308611b0cee718ecb391ef57bc0c1419c0d77bfc230aa1ab40cb063b,WINDOWS_LEGACY,historical Windows owner,none,local source,"trabajo|work|job|task|legado|legacy",metadata+hash,no_change,"Historical copy; not executed"
/home/mak/WIN/flujo/cultura/mak_plataforma/providers.py,WIN,true,19763,bb92a44b4871f77ee79e261d29fc15abad7efe2aecc7f1af9b831747186cc9ef,WINDOWS_LEGACY,historical Windows owner,none,local source,"proveedor|provider|plataforma|platform|legado|legacy",metadata+hash,no_change,"Divergent Windows copy; no Debian contract"
/home/mak/WIN/flujo/cultura/mak_plataforma/tandas.py,WIN,true,60016,c5442973982aafa34f1e88a85ab62704d3eb942efedcb438c8a604bcb0681f8b,WINDOWS_LEGACY,historical Windows owner,none,local source,"tandas|batch|cola|queue|pendiente|pending|legado|legacy",metadata+hash,no_change,"Historical copy; no promotion"
/home/mak/WIN/flujo/cultura/mak_plataforma/hub.py,WIN,true,210129,9c499b42f0a1776f3dbdd0cf0c6f54ac3462223d18028f5597b53581be700dc7,WINDOWS_LEGACY,historical Windows owner,none,local source,"hub|servicio|service|unidad|unit|legado|legacy",metadata+hash,no_change,"Windows-era hub variant; not runtime"
/home/mak/WIN/flujo/cultura/mak_plataforma/mak-hub.service,WIN,true,701,e16e9d1783b846bd940b66d771f0458a6c47edde8b15e817dad37f13fd1537cd,WINDOWS_LEGACY,historical Windows owner,none,systemd text,"servicio|service|unit|systemd|legado|legacy",metadata+hash,no_change,"Historical declaration only"
/home/mak/WIN/flujo/cultura/mak_plataforma/entregar.py,WIN,true,17032,94cdf9e82186be6d983157140e5e0c39b825a54f24821783464ae5290c6974c4,WINDOWS_LEGACY,historical Windows owner,none,local source,"entrega|delivery|estado|state|respaldo|backup|legado|legacy",metadata+hash,no_change,"Historical caller; Debian consumer unproven"
/home/mak/WIN/flujo/cultura/mak_plataforma/puente_issues.py,WIN,true,25866,e1bc8880c9191822db01f44e5b2dcac29016ac9213532e279ec2a9982a705659,WINDOWS_LEGACY,historical Windows owner,none,local source,"issue|render|investigacion|research|legado|legacy",metadata+hash,no_change,"Historical copy; no promotion"
/home/mak/WIN/flujo/cultura/mak_conductor/handler_registry.py,historical_win,true,54618,b0c265a0f6e059822eb1220cdd14c45b3af264caea34da47472eb3c690c2a424,WINDOWS_LEGACY,historical Windows owner,none,local source,"conductor|dispatcher|handler|legado|legacy",metadata+hash,no_change,"Phase9 parity/current consumer unproven"
