path,layer,exists,size_bytes,sha256,status,owner_candidate,consumer_candidate,dependency_candidate,language_aliases,verification,decision,notes
/home/mak/flujo/cultura/mak_curatoria/curatoria_guardia.sh,source,true,4398,5006fe8fe52940e88dcd8c31dd618f3b332edc80b6bdb764feeffe2fb5b27254,BLOCKED,MAK curatoria,curatoria runtime and GPU-protected tasks,bash lock GPU process and persistent logs,guardia|watchdog|guardian|vigia|curatoria|curation|servicio|service,bash -n exit 0; not executed,BLOCKED,syntax validity cannot establish safe current guardia contract
/home/mak/curatoria/curatoria_guardia.sh,runtime,true,4398,5006fe8fe52940e88dcd8c31dd618f3b332edc80b6bdb764feeffe2fb5b27254,BLOCKED,MAK curatoria,percepcion and ingestion,lock GPU process logs and output paths,guardia|watchdog|guardian|vigia|estado|state,source/runtime hash equality; no guardia run,BLOCKED,do not start watchdog or service
/home/mak/flujo/cultura/mak_codex/interfaz_codex.py,source,true,30735,b5c551fa228be777253a1ea7bd2e8918ff35799d81cff7802168e43e0b57cc25,BLOCKED,MAK codex,local Codex UI and piezas output,Python UI jobs JSONL locks model boundary,codex|codigo|code|interfaz|interface|pieza|artifact|estado|state,AST pass; no UI/provider run,BLOCKED,no current Debian consumer verification under mission constraints
/home/mak/codex/interfaz_codex.py,runtime,true,30735,b5c551fa228be777253a1ea7bd2e8918ff35799d81cff7802168e43e0b57cc25,BLOCKED,MAK codex,piezas revisions and jobs,JSONL locks and provider/model boundary,codex|codigo|code|pieza|artifact|trabajo|job,source/runtime hash equality; no process start,BLOCKED,runtime state is not a live contract
/home/mak/flujo/cultura/mak_codex/worker_codex.py,source,true,7625,56994a93db9fe390ac802a6b40d13c89299ca7f02cc975f797e0000da948c280,BLOCKED,MAK codex,mak-codex.service and jobs,queue lock subprocess/model and event files,codex|worker|conductor|dispatcher|cola|queue|job|tarea,AST pass; not invoked,BLOCKED,worker execution prohibited
/home/mak/codex/worker_codex.py,runtime,true,7625,56994a93db9fe390ac802a6b40d13c89299ca7f02cc975f797e0000da948c280,BLOCKED,MAK codex,jobs and piezas,locks JSONL subprocess/model boundary,codex|worker|trabajador|cola|queue|estado|state,source/runtime hash equality; no worker run,BLOCKED,job records do not prove consumer health
/home/mak/flujo/cultura/mak_codex/mak-codex.service,source,true,425,4603a6382f28062e73188d496dd345730a737c07f934b8a754f5d38689c6b580,BLOCKED,MAK codex,interfaz_codex worker,systemd env paths and model/provider boundary,codex|servicio|service|unit|trabajo|job,read-only stat/text; no systemd action,BLOCKED,declaration only; no permanent service
/home/mak/codex/mak-codex.service,runtime,true,425,4603a6382f28062e73188d496dd345730a737c07f934b8a754f5d38689c6b580,BLOCKED,MAK codex,worker_codex and jobs,systemd locks JSONL and provider/model,codex|servicio|service|unit|cola|queue,source/runtime hash equality; no service action,BLOCKED,do not infer live unit from file presence
/home/mak/flujo/cultura/mak_plataforma/research_router.py,source,true,11918,7abe2882a1ca3732da4553d8cf21076d2df33184dbef97b53cf5e93d18c6b107,BLOCKED,mak_plataforma,mak_research interface,Python route and research runtime paths,investigacion|investigación|research|router|ruta|route|plataforma|platform,AST/hash metadata; no route server,BLOCKED,consumer relation is textual/structural only
/home/mak/flujo/cultura/mak_plataforma/puente_issues.py,source,true,25866,e1bc8880c9191822db01f44e5b2dcac29016ac9213532e279ec2a9982a705659,BLOCKED,mak_plataforma,issue_render and curatoria/research handoff,gh network queue shadow state and render paths,investigacion|investigación|research|curatoria|curation|issue|entrega|delivery,AST plus Phase 9 read-only audit; no network or queue,BLOCKED,Phase 9 confirmed dry path still observes persistent/network state
/home/mak/flujo/cultura/mak_conductor/handler_registry.py,source,true,54633,7284ccacfc44a4fa52cb10f41b541a3392072d4bcf7557dc8875e4005400dc1a,BLOCKED,mak_conductor,platform delivery and issue handlers,Python lazy imports JSON payload and runtime state,conductor|dispatcher|handler|trabajo|work|entrega|delivery|curatoria|curation,AST/import registry pass; no handler execution,BLOCKED,30 handlers observed but Phase 9 retained no_change due side effects
/home/mak/research/interfaz.py.bak,runtime,true,125618,89b363269aa54d4872a1bcfbc8f5cd96cd950fa7a104519c6a6f42c51dd8265b,SUPERSEDED,unknown,none,standalone historical source,investigacion|research|interfaz|interface|reemplazado|superseded,stat+sha256 only,SUPERSEDED,backup variant retained as evidence; no consumer contract
/home/mak/codex/codex_lib.py.bak,runtime,true,10778,ff49208827130a8b817bfb0f90929e11a669418f985c4e2cc9205cdd5dd3ce9c,SUPERSEDED,unknown,none,standalone historical source,codex|codigo|code|reemplazado|superseded,stat+sha256 only,SUPERSEDED,backup variant retained; not compared for adoption
/home/mak/research/DIGEST.md,runtime,true,6279,c7082c1aacc3bedf597a175070228539a7db7dcb3ca7890cbbf964c1a69501e0,EVIDENCE_ONLY,MAK research historical/reporting surface,research reports and human readers,Markdown only and report corpus,investigacion|investigación|research|digest|informe|report|bitacora|bitácora,metadata plus existing inventory,EVIDENCE_ONLY,generated digest demonstrates outputs but not a current execution contract
/home/mak/curatoria/estado.json,runtime,true,1247,1a081c9183eb734cca6a3d35499ca5637b962e341524f468bd09df9f57cef9ab,EVIDENCE_ONLY,MAK curatoria state surface,curatoria guardia and human review,JSON state and locks,curatoria|curation|estado|state|salud|health|guardia|watchdog,metadata only; content not modified,EVIDENCE_ONLY,state file is operational evidence not proof of healthy owner
/home/mak/codex/FALLBACK_FINDINGS.md,runtime,true,7295,db8f2fcbe696d352f4f9069f50ad37db38dd2c294e1acc216937fe5a18626e4a,EVIDENCE_ONLY,MAK codex historical operator,humans and later codex review,Markdown findings only,codex|codigo|code|fallback|hallazgos|findings|revision|review,metadata plus existing inventory,EVIDENCE_ONLY,historical findings retained without promotion
/home/mak/WIN/flujo/cultura/mak_research,WIN,true,4096,DIR_HASH_NOT_APPLICABLE,WINDOWS_LEGACY,WIN historical research,none on Debian 12,investigacion|investigación|research|legacy|legado|ruta|path,depth1 metadata and known historical archive,WINDOWS_LEGACY,WIN source is evidence only; no current contract
/home/mak/WIN/flujo/cultura/mak_curatoria,WIN,true,4096,DIR_HASH_NOT_APPLICABLE,WINDOWS_LEGACY,WIN historical curatoria,none on Debian 12,curatoria|curation|legacy|legado|guardia|watchdog,depth1 metadata and known historical archive,WINDOWS_LEGACY,WIN source is evidence only; no current contract
/home/mak/WIN/flujo/cultura/mak_codex,WIN,true,4096,DIR_HASH_NOT_APPLICABLE,WINDOWS_LEGACY,WIN historical codex,none on Debian 12,codex|codigo|code|legacy|legado|worker|trabajador,depth1 metadata and known historical archive,WINDOWS_LEGACY,WIN source is evidence only; no current contract
/home/mak/WIN/flujo/cultura/mak_research/research_lib.py,WIN,true,64391,cca89f8624c35e7b2d2158a7017ecaa8a7aacc7e2335fe9032d8535423a17204,WINDOWS_LEGACY,WIN historical research,none,provider env and Windows historical runtime,research|investigacion|investigación|legacy|legado,stat+sha256 only; not executed,WINDOWS_LEGACY,platform and current dependency parity unproven
/home/mak/WIN/flujo/cultura/mak_curatoria/percepcion.py,WIN,true,62380,65fee58983d50f8ebc75d69ed7a034e7680142a49c3fe5236dfed134a5a3e904,WINDOWS_LEGACY,WIN historical curatoria,none,Windows historical runtime and files,curatoria|curation|percepcion|perception|legacy|legado,stat+sha256 only; not executed,WINDOWS_LEGACY,current Debian owner and consumer absent
/home/mak/WIN/flujo/cultura/mak_codex/interfaz_codex.py,WIN,true,30772,50f20da79fbc06bcbe618a78d1dc919347531ca6fbac71145579e32224ddbf25,WINDOWS_LEGACY,WIN historical codex,none,Windows UI/runtime dependency,codex|codigo|code|interfaz|interface|legacy|legado,stat+sha256 only; not executed,WINDOWS_LEGACY,current Debian owner and consumer absent
