path,state,baseline_hash,repo_hash,live_hash,verification,notes
mak_plataforma/trabajo.py,MISMATCH,8c2bfa743086,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_plataforma/energia_log.py,MISMATCH,3f97dcb57141,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_plataforma/mineria_rd.py,MISMATCH,442ca9d8de0f,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_plataforma/backup.sh,MISMATCH,6db6de7b9fff,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_plataforma/watchdog_mak.sh,MISMATCH,fd0c16593e3b,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_plataforma/vigilar_red.py,MISMATCH,8487f0953f0c,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_plataforma/revisor.py,MISMATCH,8442b74ebfe9,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/fructificacion.py,MISMATCH,674010974e4c,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/fusion.py,MISMATCH,73cd4aef2bf6,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/ideas_a_micelio.py,MISMATCH,3dadbecd568f,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/interfaz.py,MISMATCH,c7cf09854729,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/memoria.py,MISMATCH,457f7fad5a92,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/pausa.py,MISMATCH,1d026f2cd87f,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/research_lib.py,MISMATCH,020069a00000,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/worker.py,MISMATCH,6952cfccf72f,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/corpus_a_micelio.py,MISMATCH,a5f14ead9e3d,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/micelio_guardia.sh,MISMATCH,856dffb8438f,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/retencion.py,MISMATCH,e173bf4da8e9,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_research/watchdog.sh,MISMATCH,faea0a1cf495,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_lenguaje/hook_barrido.py,MISMATCH,8dce2040a028,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_lenguaje/cron_lexicon.sh,MISMATCH,551d8eb462d9,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_codex/agente_libre.py,MISMATCH,115f2ae6950f,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_codex/interfaz_codex.py,MISMATCH,b5c551fa228b,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_vigia/vigia.py,MISMATCH,324e2765b2a4,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_vigia/vigia_guardia.sh,MISMATCH,d870b896796a,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_curatoria/percepcion.py,MISMATCH,f3589397262e,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_curatoria/curatoria_guardia.sh,MISMATCH,5006fe8fe529,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
mak_curatoria/extraccion_db.py,MISMATCH,c077ff658e1d,MISSING,MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_plataforma/mak-hub.service -> /home/mak/.config/systemd/user/mak-hub.service,MISMATCH,e491c5b938f0,(not mirrored),MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_codex/mak-codex.service -> /home/mak/.config/systemd/user/mak-codex.service,MISMATCH,4603a6382f28,(not mirrored),MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_plataforma/mak-xio.service -> /home/mak/.config/systemd/user/mak-xio.service,MISMATCH,ce4a11343d3b,(not mirrored),MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_research/interfaz.service -> /home/mak/.config/systemd/user/mak-research.service,MISMATCH,da1e992a255b,(not mirrored),MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_research/cola.service -> /home/mak/.config/systemd/user/mak-research-queue.service,MISMATCH,37e158646db8,(not mirrored),MISSING,blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/__init__.py,MISMATCH,82969003ea7e,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/conductor.py,MISMATCH,1c103330ddf5,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/gpu_arbiter.py,MISMATCH,4002c15a29a4,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/idempotency.py,MISMATCH,3aa6b540634d,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/handler_registry.py,MISMATCH,7284ccacfc44,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/producer_catalog.py,MISMATCH,64d3015a9c65,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/queue_store.py,MISMATCH,0a2716d79ae7,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/queue_worker.py,MISMATCH,9c10133c4e4c,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/runtime.py,MISMATCH,ead308147136,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/source_bridge.py,MISMATCH,b17f0e664493,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
cultura/mak_conductor/README.md,MISMATCH,b0cd80ad22e7,MISSING,(repo package),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
tools/mak_ops/run_conductor_worker.py,MISMATCH,c5be9c52af61,MISSING,(repo tool),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
tools/mak_ops/run_conductor_shadow_probe.py,MISMATCH,0f8941e7129d,MISSING,(repo tool),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
tools/mak_ops/run_conductor_source_probe.py,MISMATCH,2d488dfe6998,MISSING,(repo tool),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
tools/mak_ops/mak-conductor-shadow.service,MISMATCH,8133576d0ab6,MISSING,(repo tool),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
tools/mak_ops/mak-conductor-shadow.timer,MISMATCH,a47272db798b,MISSING,(repo tool),blocked_ssh,SSH exit 255; Host key verification failed; remote sha256 unavailable
