artifact_id,mode,topic,route,metric_name,metric_value,expected_median,robust_scale,residual,is_scored,group_count,method_source,computed_at
32458,informes,¿Cómo se adapta el análisis de complejidad de Git a diferentes tamaños de equipo y tipos de proyecto?,research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32458,informes,¿Cómo se adapta el análisis de complejidad de Git a diferentes tamaños de equipo y tipos de proyecto?,research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32458,informes,¿Cómo se adapta el análisis de complejidad de Git a diferentes tamaños de equipo y tipos de proyecto?,research/informes,llamadas_llm,10.0,9.0,0.5534283154679756,1.219,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32458,informes,¿Cómo se adapta el análisis de complejidad de Git a diferentes tamaños de equipo y tipos de proyecto?,research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32465,informes,Como acceder a los registros históricos de proyectos Fondart adjudicados entre 2015 y 2025,research/informes,consultas,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32465,informes,Como acceder a los registros históricos de proyectos Fondart adjudicados entre 2015 y 2025,research/informes,deriva_consultas,1.0,1.0,0.0,,0,37,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32465,informes,Como acceder a los registros históricos de proyectos Fondart adjudicados entre 2015 y 2025,research/informes,duracion_ms,54185.0,84341.0,22725.0,-0.895,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32465,informes,Como acceder a los registros históricos de proyectos Fondart adjudicados entre 2015 y 2025,research/informes,errores,0.0,0.0,0.06917853943349694,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32465,informes,Como acceder a los registros históricos de proyectos Fondart adjudicados entre 2015 y 2025,research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32465,informes,Como acceder a los registros históricos de proyectos Fondart adjudicados entre 2015 y 2025,research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32465,informes,Como acceder a los registros históricos de proyectos Fondart adjudicados entre 2015 y 2025,research/informes,llamadas_llm,9.0,9.0,0.5534283154679756,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32465,informes,Como acceder a los registros históricos de proyectos Fondart adjudicados entre 2015 y 2025,research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32471,informes,"¿Cuál es la naturaleza de la colaboración entre DICEN, SRVSOP e ISPCH en relación con la evaluación de la calidad del informe MAK?",research/informes,consultas,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32471,informes,"¿Cuál es la naturaleza de la colaboración entre DICEN, SRVSOP e ISPCH en relación con la evaluación de la calidad del informe MAK?",research/informes,deriva_consultas,1.0,1.0,0.0,,0,37,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32471,informes,"¿Cuál es la naturaleza de la colaboración entre DICEN, SRVSOP e ISPCH en relación con la evaluación de la calidad del informe MAK?",research/informes,duracion_ms,69110.0,84341.0,22725.0,-0.452,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32471,informes,"¿Cuál es la naturaleza de la colaboración entre DICEN, SRVSOP e ISPCH en relación con la evaluación de la calidad del informe MAK?",research/informes,errores,0.0,0.0,0.06917853943349694,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32471,informes,"¿Cuál es la naturaleza de la colaboración entre DICEN, SRVSOP e ISPCH en relación con la evaluación de la calidad del informe MAK?",research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32471,informes,"¿Cuál es la naturaleza de la colaboración entre DICEN, SRVSOP e ISPCH en relación con la evaluación de la calidad del informe MAK?",research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32471,informes,"¿Cuál es la naturaleza de la colaboración entre DICEN, SRVSOP e ISPCH en relación con la evaluación de la calidad del informe MAK?",research/informes,llamadas_llm,9.0,9.0,0.5534283154679756,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32471,informes,"¿Cuál es la naturaleza de la colaboración entre DICEN, SRVSOP e ISPCH en relación con la evaluación de la calidad del informe MAK?",research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32472,informes,¿Cómo se puede involucrar efectivamente a la comunidad en la evaluación y toma de decisiones sobre la memoria visual en la planificación urbana?,research/informes,consultas,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32472,informes,¿Cómo se puede involucrar efectivamente a la comunidad en la evaluación y toma de decisiones sobre la memoria visual en la planificación urbana?,research/informes,deriva_consultas,1.0,1.0,0.0,,0,37,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32472,informes,¿Cómo se puede involucrar efectivamente a la comunidad en la evaluación y toma de decisiones sobre la memoria visual en la planificación urbana?,research/informes,duracion_ms,411959.0,84341.0,22725.0,9.724,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32472,informes,¿Cómo se puede involucrar efectivamente a la comunidad en la evaluación y toma de decisiones sobre la memoria visual en la planificación urbana?,research/informes,errores,0.0,0.0,0.06917853943349694,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32472,informes,¿Cómo se puede involucrar efectivamente a la comunidad en la evaluación y toma de decisiones sobre la memoria visual en la planificación urbana?,research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32472,informes,¿Cómo se puede involucrar efectivamente a la comunidad en la evaluación y toma de decisiones sobre la memoria visual en la planificación urbana?,research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32472,informes,¿Cómo se puede involucrar efectivamente a la comunidad en la evaluación y toma de decisiones sobre la memoria visual en la planificación urbana?,research/informes,llamadas_llm,11.0,9.0,0.5534283154679756,2.438,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32472,informes,¿Cómo se puede involucrar efectivamente a la comunidad en la evaluación y toma de decisiones sobre la memoria visual en la planificación urbana?,research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32473,informes,"latido: la gramatica del telar como sistema generativo de patrones (field, border, medallion)",research/informes,consultas,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32473,informes,"latido: la gramatica del telar como sistema generativo de patrones (field, border, medallion)",research/informes,deriva_consultas,1.0,1.0,0.0,,0,37,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32473,informes,"latido: la gramatica del telar como sistema generativo de patrones (field, border, medallion)",research/informes,duracion_ms,282453.0,84341.0,22725.0,5.88,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32473,informes,"latido: la gramatica del telar como sistema generativo de patrones (field, border, medallion)",research/informes,errores,1.0,0.0,0.06917853943349694,9.75,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32473,informes,"latido: la gramatica del telar como sistema generativo de patrones (field, border, medallion)",research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32473,informes,"latido: la gramatica del telar como sistema generativo de patrones (field, border, medallion)",research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32473,informes,"latido: la gramatica del telar como sistema generativo de patrones (field, border, medallion)",research/informes,llamadas_llm,9.0,9.0,0.5534283154679756,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32473,informes,"latido: la gramatica del telar como sistema generativo de patrones (field, border, medallion)",research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32474,informes,¿Quién fue el autor original del informe MAK?,research/informes,consultas,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32474,informes,¿Quién fue el autor original del informe MAK?,research/informes,deriva_consultas,1.0,1.0,0.0,,0,37,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32474,informes,¿Quién fue el autor original del informe MAK?,research/informes,duracion_ms,90879.0,84341.0,22725.0,0.194,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32474,informes,¿Quién fue el autor original del informe MAK?,research/informes,errores,0.0,0.0,0.06917853943349694,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32474,informes,¿Quién fue el autor original del informe MAK?,research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32474,informes,¿Quién fue el autor original del informe MAK?,research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32474,informes,¿Quién fue el autor original del informe MAK?,research/informes,llamadas_llm,10.0,9.0,0.5534283154679756,1.219,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32474,informes,¿Quién fue el autor original del informe MAK?,research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32475,informes,¿Cómo se puede mejorar la precisión de la memoria visual de los mapas urbanos con la realidad aumentada?,research/informes,consultas,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32475,informes,¿Cómo se puede mejorar la precisión de la memoria visual de los mapas urbanos con la realidad aumentada?,research/informes,deriva_consultas,1.0,1.0,0.0,,0,37,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32475,informes,¿Cómo se puede mejorar la precisión de la memoria visual de los mapas urbanos con la realidad aumentada?,research/informes,duracion_ms,95805.0,84341.0,22725.0,0.34,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32475,informes,¿Cómo se puede mejorar la precisión de la memoria visual de los mapas urbanos con la realidad aumentada?,research/informes,errores,1.0,0.0,0.06917853943349694,9.75,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32475,informes,¿Cómo se puede mejorar la precisión de la memoria visual de los mapas urbanos con la realidad aumentada?,research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32475,informes,¿Cómo se puede mejorar la precisión de la memoria visual de los mapas urbanos con la realidad aumentada?,research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32475,informes,¿Cómo se puede mejorar la precisión de la memoria visual de los mapas urbanos con la realidad aumentada?,research/informes,llamadas_llm,10.0,9.0,0.5534283154679756,1.219,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32475,informes,¿Cómo se puede mejorar la precisión de la memoria visual de los mapas urbanos con la realidad aumentada?,research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32476,informes,"¿Qué factores influyen en la elección del lenguaje de programación para herramientas de análisis de repositorios Git (Python, Go, etc.)?",research/informes,consultas,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32476,informes,"¿Qué factores influyen en la elección del lenguaje de programación para herramientas de análisis de repositorios Git (Python, Go, etc.)?",research/informes,deriva_consultas,1.0,1.0,0.0,,0,37,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32476,informes,"¿Qué factores influyen en la elección del lenguaje de programación para herramientas de análisis de repositorios Git (Python, Go, etc.)?",research/informes,duracion_ms,81593.0,84341.0,22725.0,-0.082,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32476,informes,"¿Qué factores influyen en la elección del lenguaje de programación para herramientas de análisis de repositorios Git (Python, Go, etc.)?",research/informes,errores,0.0,0.0,0.06917853943349694,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32476,informes,"¿Qué factores influyen en la elección del lenguaje de programación para herramientas de análisis de repositorios Git (Python, Go, etc.)?",research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32476,informes,"¿Qué factores influyen en la elección del lenguaje de programación para herramientas de análisis de repositorios Git (Python, Go, etc.)?",research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32476,informes,"¿Qué factores influyen en la elección del lenguaje de programación para herramientas de análisis de repositorios Git (Python, Go, etc.)?",research/informes,llamadas_llm,10.0,9.0,0.5534283154679756,1.219,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32476,informes,"¿Qué factores influyen en la elección del lenguaje de programación para herramientas de análisis de repositorios Git (Python, Go, etc.)?",research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32477,informes,¿Qué estudios existen que muestren que la retórica visual del linaje no es efectiva en la creación de una narrativa de autenticidad y pureza en el branding de cepas y diagramas de Markush!,research/informes,consultas,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32477,informes,¿Qué estudios existen que muestren que la retórica visual del linaje no es efectiva en la creación de una narrativa de autenticidad y pureza en el branding de cepas y diagramas de Markush!,research/informes,deriva_consultas,1.0,1.0,0.0,,0,37,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32477,informes,¿Qué estudios existen que muestren que la retórica visual del linaje no es efectiva en la creación de una narrativa de autenticidad y pureza en el branding de cepas y diagramas de Markush!,research/informes,duracion_ms,87742.0,84341.0,22725.0,0.101,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32477,informes,¿Qué estudios existen que muestren que la retórica visual del linaje no es efectiva en la creación de una narrativa de autenticidad y pureza en el branding de cepas y diagramas de Markush!,research/informes,errores,0.0,0.0,0.06917853943349694,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32477,informes,¿Qué estudios existen que muestren que la retórica visual del linaje no es efectiva en la creación de una narrativa de autenticidad y pureza en el branding de cepas y diagramas de Markush!,research/informes,fuentes,6.0,6.0,0.12106244400861965,-0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32477,informes,¿Qué estudios existen que muestren que la retórica visual del linaje no es efectiva en la creación de una narrativa de autenticidad y pureza en el branding de cepas y diagramas de Markush!,research/informes,iteraciones,2.0,2.0,0.03458926971674847,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32477,informes,¿Qué estudios existen que muestren que la retórica visual del linaje no es efectiva en la creación de una narrativa de autenticidad y pureza en el branding de cepas y diagramas de Markush!,research/informes,llamadas_llm,10.0,9.0,0.5534283154679756,1.219,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
32477,informes,¿Qué estudios existen que muestren que la retórica visual del linaje no es efectiva en la creación de una narrativa de autenticidad y pureza en el branding de cepas y diagramas de Markush!,research/informes,profundidad_cadena,1.0,1.0,0.017294634858374236,0.0,1,39,esfuerzo.py:attachment-contract,2026-08-18T16:54:50+00:00
