path,type,size_bytes,mtime,mode,root,category,provenance,status,owner_candidate,consumer_candidate,notes
"/home/mak/blender","d","4096","2025-10-28T11:59:51.0000000000","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/blender-4.5.3-viejo","d","4096","2026-07-20T05:04:33.4004267670","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/bucle","d","4096","2026-07-18T03:45:47.5228326190","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/cd","d","4096","2026-08-12T05:27:32.7395326040","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/cli_watsonx.py","f","6876","2026-08-03T17:36:46.8637495320","644","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/codex","d","4096","2026-08-14T11:57:01.9024471490","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/cp","d","4096","2026-08-11T09:13:41.3905085440","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/crontab.bak-20260727","f","2849","2026-07-27T19:42:28.2067981540","644","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/curatoria","d","4096","2026-08-14T11:57:01.9024471490","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/curatoria_encolado","d","4096","2026-07-23T18:43:58.4175060330","755","MAK","output_or_data","manual","active","unknown","unknown","root-level metadata"
"/home/mak/curatoria_inbox","d","4096","2026-08-09T02:39:20.0916139730","755","MAK","output_or_data","manual","active","unknown","unknown","root-level metadata"
"/home/mak/curatoria_test","d","4096","2026-07-22T23:03:21.9843014160","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/descargas","d","4096","2026-07-16T20:07:21.3199491690","755","MAK","output_or_data","manual","active","unknown","unknown","root-level metadata"
"/home/mak/diag-barrier-now.sh","f","2680","2026-07-15T02:20:02.4553492760","644","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/diag-kvm-linux.sh","f","3592","2026-07-15T02:13:00.9681189170","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/diag-red-linux.sh","f","7591","2026-07-15T01:28:00.7926953540","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/documentos","d","4096","2026-07-15T07:23:18.7372873380","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/flujo","d","4096","2026-08-14T18:15:58.0360626010","755","MAK","baseline","manual","active","unknown","unknown","root-level metadata"
"/home/mak/flujo-deploy","d","4096","2026-08-14T14:27:54.7870313680","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/indexes","d","4096","2026-08-13T14:36:49.5485299920","755","MAK","configuration_or_user_surface","manual","active","unknown","unknown","root-level metadata"
"/home/mak/instalar.sh","f","1537","2026-07-15T04:55:17.6411964680","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/install_mak.sh","f","4066","2026-07-16T20:06:33.0000000000","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/labs","d","4096","2026-08-13T03:46:50.9478154550","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/lenguaje","d","4096","2026-07-16T20:07:00.0000000000","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/model-config","d","4096","2026-07-14T23:26:53.5076750720","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/models","d","4096","2026-08-10T15:26:27.6968317960","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/n8n-local","d","4096","2026-08-01T01:23:30.0833121970","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/oi-qwen.py","f","1756","2026-07-15T03:23:20.3823869630","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/plataforma","d","4096","2026-08-14T14:15:01.7708648190","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/portfolio_media","d","4096","2026-07-22T18:14:52.4323077540","755","MAK","output_or_data","manual","active","unknown","unknown","root-level metadata"
"/home/mak/post","d","4096","2026-08-12T08:57:16.9751475210","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/quarantine","d","4096","2026-08-09T03:08:42.4293290470","755","MAK","output_or_data","manual","active","unknown","unknown","root-level metadata"
"/home/mak/rclone.log","f","42","2026-07-18T03:29:30.4337351780","644","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/render_rd_1080.log","f","2010","2026-07-22T21:33:29.7447576610","644","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/renders","d","4096","2026-07-22T21:08:56.7651102710","755","MAK","output_or_data","manual","active","unknown","unknown","root-level metadata"
"/home/mak/research","d","4096","2026-08-14T14:40:20.5024114680","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/rollback","d","4096","2026-08-14T11:57:02.0544509790","755","MAK","output_or_data","manual","active","unknown","unknown","root-level metadata"
"/home/mak/searxng","d","4096","2026-07-20T10:22:58.5965658550","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/sha256sum","d","4096","2026-08-11T18:41:22.4253097300","755","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/src","d","4096","2026-08-10T15:29:52.6686140350","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/state","d","4096","2026-08-14T18:11:57.5728157350","755","MAK","configuration_or_user_surface","manual","active","unknown","unknown","root-level metadata"
"/home/mak/tmp","d","4096","2026-08-12T06:25:48.6100403410","755","MAK","configuration_or_user_surface","manual","active","unknown","unknown","root-level metadata"
"/home/mak/trazos","d","24576","2026-07-27T10:02:41.8297520490","755","MAK","output_or_data","manual","active","unknown","unknown","root-level metadata"
"/home/mak/venv-providers","d","4096","2026-08-07T14:34:30.3452449570","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/venvs","d","4096","2026-08-13T09:38:50.7107623440","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/vibecodeine","d","4096","2026-08-04T02:44:54.9046430520","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/vigia","d","4096","2026-08-11T12:39:37.7703808570","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/vscode.launch.log","f","3193","2026-07-16T03:16:38.1284042020","644","MAK","other","manual","observed","unknown","unknown","root-level metadata"
"/home/mak/workspace","d","4096","2026-07-20T19:15:20.0208395100","755","MAK","tool_or_runtime","manual","active","unknown","unknown","root-level metadata"
"/home/mak/xio_puente","d","4096","2026-08-14T16:08:32.4702107320","755","MAK","department","manual","active","unknown","unknown","root-level metadata"
"/home/mak/WIN/README_ORIGIN.md","f","1249","2026-08-13T14:44:30.2747856360","600","WIN","historical_evidence","manual","historical","unknown","unknown","root-level metadata"
"/home/mak/WIN/claude_sesiones","d","4096","2026-08-12T00:23:00.0000000000","755","WIN","historical_evidence","manual","historical","unknown","unknown","root-level metadata"
"/home/mak/WIN/codex","d","4096","2026-08-13T13:58:22.0000000000","755","WIN","historical_evidence","manual","historical","unknown","unknown","root-level metadata"
"/home/mak/WIN/flujo","d","4096","2026-08-13T13:30:00.0000000000","755","WIN","historical_evidence","manual","historical","unknown","unknown","root-level metadata"
"/home/mak/WIN/incoming-20260813","d","4096","2026-08-13T14:15:50.4999580370","700","WIN","historical_evidence","manual","historical","unknown","unknown","root-level metadata"
"/home/mak/WIN/manifests","d","4096","2026-08-13T14:45:58.2399475920","700","WIN","historical_evidence","manual","historical","unknown","unknown","root-level metadata"
"/home/mak/WIN/updates-20260813","d","4096","2026-08-13T14:45:37.0996689920","755","WIN","historical_evidence","manual","historical","unknown","unknown","root-level metadata"
"/home/mak/flujo/README.md","f","113","2026-08-10 16:04:40.132113359 -0400","644","MAK","baseline","selective_safe_read","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/flujo/pyproject.toml","f","2009","2026-08-14 12:35:26.823399330 -0400","644","MAK","baseline","selective_safe_read","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/flujo/requirements.txt","f","210","2026-08-09 03:08:44.109303436 -0400","644","MAK","baseline","selective_safe_read","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/flujo/requirements-dev.txt","f","122","2026-08-14 12:35:26.823399330 -0400","644","MAK","baseline","selective_safe_read","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/README_ORIGIN.md","f","1249","2026-08-13 14:44:30.274785636 -0400","600","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/claude-transfer.json","f","833","2026-08-13 14:15:40.779849326 -0400","600","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/codex-live-observation-20260813.json","f","787","2026-08-13 14:34:13.566309528 -0400","644","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/codex-secret-sanitization-20260813.json","f","789","2026-08-13 14:44:03.450429781 -0400","644","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/codex-transfer.json","f","1361","2026-08-13 14:15:40.779849326 -0400","600","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/final-handoff-increment-20260813.json","f","799","2026-08-13 14:41:33.796429028 -0400","644","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/final-handoff-v2-increment-20260813.json","f","844","2026-08-13 14:45:58.239947592 -0400","644","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/flujo-final-reconciliation-20260813.json","f","26276","2026-08-13 14:38:44.702128601 -0400","644","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/flujo-postarchive-reconciliation-20260813.json","f","26274","2026-08-13 14:32:29.224779064 -0400","644","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/flujo-transfer.json","f","782","2026-08-13 14:15:40.779849326 -0400","600","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
"/home/mak/WIN/manifests/flujo-working-tree-update-20260813.json","f","6319","2026-08-13 14:33:42.041851426 -0400","644","WIN","historical_evidence","selective_manifest_scan","observed","unknown","unknown","safe metadata/config; content selectively read"
