path,source_manifest,source_status,source_hash,target_exists,target_hash,target_status,consumer,notes
docs/recovered/claude_sessions_2026-08-12/raw/fondos-postulaciones-requisitos-visible-2027.md,flujo-final-reconciliation-20260813.json,metadata_only,888f2b0d1cc3e3558fa3a3612167dea8f5b8f1017b80a84e0fcfaf4583a06088,true,f705ff34e5d29eb367b5795e7c75bebc17174d6eb86ee40582f5492539fee69a,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/fondos-postulaciones-santiago-fondart-2026-extracto.md,flujo-final-reconciliation-20260813.json,metadata_only,30dfbe4701ce8ff8502a0c4371162f91acb313e3e88c61a9aab9caf7a9a1b0c9,true,1c72555a0995bda3fe6634764384b2db93d0d6fe5962ab4bd9b2d6abbc143848,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/fondos-postulaciones-santiago-fondart-2026.json,flujo-final-reconciliation-20260813.json,metadata_only,c08a11c6bee78f7f393d308666d9c982d9d9512630a7a5b5bc473f916e891ae9,true,e807221aac66249ec736227ff26ab35491692ef35d4a0afc5395d095cfc95594,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/fondos-postulaciones-terminos-requisitos-2027.json,flujo-final-reconciliation-20260813.json,metadata_only,782993f81b4b94b69fdd4a6c5665e828ff9099d967201655fe8b7bf2e3960b45,true,cae5e2e6667facfbb93d71d582a2e8bf7efd88bb7d1912874510aa131d17e26d,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/lasertoolkit.html,flujo-final-reconciliation-20260813.json,metadata_only,937b196e6f94a507dda2c92a71633f034c1925be614c32769612c72f0f821e8b,true,937b196e6f94a507dda2c92a71633f034c1925be614c32769612c72f0f821e8b,hash_match_source,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/organismo.html,flujo-final-reconciliation-20260813.json,metadata_only,4d4b18435ee2fc22a0e0bfa7c2fc44b48bd5fcbcbab33d9fb6df1d9ea3690467,true,4d4b18435ee2fc22a0e0bfa7c2fc44b48bd5fcbcbab33d9fb6df1d9ea3690467,hash_match_source,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_fichas_entidades_2026-08-11.json,flujo-final-reconciliation-20260813.json,metadata_only,331a6b3b900606f355b20c7cce0439536606fe8861cade8e34c255951872b9cb,true,02eeb0fff3c9df64d06c899a0dd19702d96775335d6c75c5cd13e4821ade282b,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_firecrawl_2026-08-11.json,flujo-final-reconciliation-20260813.json,metadata_only,06a8deaa08308f45c72a236dbd3f3d4bcac5bc697b28d8f7cb251d7bd2e47345,true,99a41b5d36dae0b0306b14adbc0317cdf65da54d3a8b244f10221bc09f42f140,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_firecrawl_matriz_2026-08-11.json,flujo-final-reconciliation-20260813.json,metadata_only,96e13b1fb07c96a9da370dad181937bd8e70a224634cff0596e0c40851eab995,true,d914cbf45819cbfcf5c9df7c36fd11128dba594d24d85671b3a71d29b2594e2b,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_fuentes_catalogo_2026-08-11.json,flujo-final-reconciliation-20260813.json,metadata_only,250b59e6d2a7e09a04c7ba2a4f63a9fff5bd93fb6bdb3e2a63daeb46fdadf6bd,true,ef5bfcfac8ab65c30dab3751619c318e48726ebc730df7470b3de7e5d4eb61dc,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_indice_integracion_relaciones_2026-08-11.json,flujo-final-reconciliation-20260813.json,metadata_only,cf1330d3666ad33ae32649d3be7d16a48759f8b969f3557a7dfe229642bd896a,true,c218878315e40965109fd31db223c9fc80380c85dce7e5ef4bffcdad0b569128,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_post_chemsex_spec_2026-08-11.json,flujo-final-reconciliation-20260813.json,metadata_only,b7de5c64e0398200792537052ca2ad36049262fca7ec78dc171b7a48ff5457c5,true,34e43f272edab4dceaf772e839a91f04287388c14648e8d7bb2ce1f24359d499,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_post_chemsex_visual_brief_2026-08-11.json,flujo-final-reconciliation-20260813.json,metadata_only,d9f7f632893d5f6d0da3c149bef224cabe67c4d6d675ee60f5de07211950bf07,true,b446eb53f96143d92be802461a10245ef070d37d0cbf665f7b1f9e830f0a7654,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_post_chemsex_visual_brief_informe_2026-08-11.md,flujo-final-reconciliation-20260813.json,metadata_only,cd76dda4d52350c7ec423f30250ebc7ef4c372098f13e85c158bcbef9877bf8f,true,b5cbf6017e6dd63124fcc675cb0c4bfdb5b35c03c0768ee02dd616ee510ca92b,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_post_cover_prototype_2026-08-11.html,flujo-final-reconciliation-20260813.json,metadata_only,9f526062dd573e2d2e6172f18071aefa82cdc080f40685a388cd8672a213df7e,true,9f526062dd573e2d2e6172f18071aefa82cdc080f40685a388cd8672a213df7e,hash_match_source,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_post_cover_prototype_2026-08-11.svg,flujo-final-reconciliation-20260813.json,metadata_only,ad0679df6f93d93666a1fb12afa56db2c59a2d8f3dea8261a45c9ea838cf4faa,true,ad0679df6f93d93666a1fb12afa56db2c59a2d8f3dea8261a45c9ea838cf4faa,hash_match_source,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_reactivos_auditoria_internacional_2026-08-11.md,flujo-final-reconciliation-20260813.json,content_changed,ad102b64b1c4a54e336f5b55125abebb9f96342d2fc44437b62f53e9fd25e33f,true,4f592fdeb99881b4916178ec5ff6a669d6646cc50d1ed3f51085a2fb8aeaa487,hash_mismatch,flujo = flujo.cli:app,WIN content_changed; target differs from source hash
docs/recovered/claude_sessions_2026-08-12/raw/rd_reactivos_informe_2026-08-11.md,flujo-final-reconciliation-20260813.json,content_changed,4017b430dbbf3c475a0d05cc793cdead69d3ee8c14b61e762b959e3fc45df8e1,true,90dbcb0c9dd98a2fdaad7e32f8631698ad7c022fa05aa3a42dd0377ba5437cbc,hash_mismatch,flujo = flujo.cli:app,WIN content_changed; target differs from source hash
docs/recovered/claude_sessions_2026-08-12/raw/rd_testeos_eventos_2025_evidence_2026-08-12.json,flujo-final-reconciliation-20260813.json,metadata_only,3b0e529a7b1283923f4a4665adbdbcd2aca8b47ae0840f500ba115469f660916,true,8b80830ba74cf5ff26b7575fed5ac5f2ed8cb204796be6d39a7a33b8586db127,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_testeos_eventos_2025_informe_2026-08-12.md,flujo-final-reconciliation-20260813.json,metadata_only,3f96a1f8a0656e42e14c2148ed51c8a18db41d7bd40857f3390560b6495da90c,true,32d1540728d1c6daa5bdc48d7e9e33c5352a2369cdedb16b9d22b1099a9d0670,hash_mismatch,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
docs/recovered/claude_sessions_2026-08-12/raw/rd_testings_2025_integration_build.py,flujo-final-reconciliation-20260813.json,content_changed,c3e698aa7149b8e02c1c4f66afb681ca24aa6341ae22b0c1851c514d9616782a,true,ce73f8a3c9e77072cab7dfb13095d3131fb1dff0e0291464b598ac22ff867f73,hash_mismatch,flujo = flujo.cli:app,WIN content_changed; target differs from source hash
docs/recovered/claude_sessions_2026-08-12/raw/rd_universo_entidades_informe_2026-08-11.md,flujo-final-reconciliation-20260813.json,content_changed,762c7f740911493ebd3ae64ed0db42610dc8f4c5dd775b68b6df1bff6fd2ba07,true,ac5fd9cc0661268cc80f26d3b65e2adfc7a33b0891c7cb2a8423664948791168,hash_mismatch,flujo = flujo.cli:app,WIN content_changed; target differs from source hash
docs/recovered/claude_sessions_2026-08-12/raw/sinreferencia.html,flujo-final-reconciliation-20260813.json,metadata_only,88832bfff60467edbeba2adf873ba0164d6e8eb47efbe47a4c13ecf4836fe1a4,true,88832bfff60467edbeba2adf873ba0164d6e8eb47efbe47a4c13ecf4836fe1a4,hash_match_source,flujo = flujo.cli:app,WIN metadata_only; target retained independently; absent from 14-file working-tree update subset
tests/test_readme_svg.py,flujo-final-reconciliation-20260813.json,content_changed,25b7dce7cff020f2e95eff30771f07a4e178221a6cf392253c87df0d637106ea,true,4daa0130d009db6d9cd07fcab724d4efd43adf684f76300e2369e2ad0267c8b8,hash_mismatch,flujo = flujo.cli:app,WIN content_changed; target differs from source hash
tools/update_readme_svg.py,flujo-final-reconciliation-20260813.json,content_changed,3851a1c29870cc3aa3eef4bc6e538a77f780716384a98d6fb8f266a3706fcb89,true,1132532e878c730e17d379ff42f2e1b647e7c963b0ab33235d8aa686ef371850,hash_mismatch,flujo = flujo.cli:app,WIN content_changed; target differs from source hash
